rxn_label,exp0,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,exp10,exp11,exp12,exp13,exp14,exp15,exp16,exp17,exp18,exp19,exp20,exp21,exp22,exp23,exp24,exp25,exp26,exp27,exp28,exp29,exp30,exp31,exp32,exp33,exp34,exp35,exp36,exp37,exp38,exp39,exp40,exp41,exp42,exp43,exp44,exp45,exp46,exp47,exp48,exp49,exp50,exp51,exp52,exp53,exp54,exp55,exp56,exp57,exp58,exp59,exp60,exp61,exp62,exp63,exp64,exp65,exp66,exp67,exp68,exp69,exp70,exp71,exp72,exp73,exp74,exp75,exp76,exp77,exp78,exp79,exp80,exp81,exp82,exp83,exp84,exp85,exp86,exp87,exp88,exp89,exp90,exp91,exp92,exp93,exp94,exp95,exp96,exp97,exp98,exp99,exp100,exp101,exp102,exp103,mean_abs_sens,max_abs_sens,mean_rel_change
r125 H2NN + HO2 => NH2 + NO + OH,1.686474469056795e-07,6.358838589088708e-07,7.381974321035942e-08,4.773163493692314e-08,2.4070871034162747e-07,6.961135400704991e-07,3.220403817599571e-08,5.6646162239263185e-08,7.198938073458493e-08,1.4250477983213426e-07,7.244666093510417e-07,0.00022689146804487982,0.00039898795771768744,0.0008519100870028665,0.0009555778815354719,0.0001233524687932094,0.00040909137013526666,0.00024603204786986343,1.731954313224577e-06,1.0102876706221854e-07,5.343020529699927e-05,0.0005683825649947277,0.0007042777426341597,0.0005755804469392644,0.0006443750699730119,0.0002897057565911369,0.0009523494487260003,0.00030395541715458796,2.3802356440577503e-05,8.315642136943984e-05,0.001035771365244824,0.003080241851463012,6.471175235865427e-07,3.468911020484159e-05,0.0054624216732784125,1.172946347525921e-07,1.2518190356548498e-05,2.3526150292983423e-07,0.0002809275128031374,0.00040839862998279827,0.0003813600841245757,0.0004242134440441476,0.0003919776845763343,0.0004885688817203353,0.00024341254882745655,1.2632489749581057e-06,0.0002831696228572974,0.00024210068154538017,0.0010652978464064764,0.0021101753342068347,0.00126488085022887,0.0012531551584548562,0.0021790339269971465,0.001402385989074509,1.6759326502224058e-06,0.001838272107480553,0.0008530381502872245,0.00011964154797057084,0.0002632939515492512,0.00033712679119360763,0.00045315171451924065,0.0004496521179397354,0.002282575787679491,7.789280689696513e-06,2.2665768825334008e-05,0.0001553072835455978,7.406578348051043e-05,0.000497469839745682,0.0008437775745405682,0.00011456557531836035,0.00023184419557004818,0.0001411825116736423,0.0006110763436145177,0.0011117437390488444,0.001620825928077635,5.0650427216714294e-05,0.0003534198709968269,0.0002151538996691751,0.0007749569970261557,8.027799084430176e-06,6.6858390637640995e-06,0.0012023327809228086,1.0418808634033214e-06,6.1258436089292075e-06,1.4779137151737858e-05,6.368287831823216e-06,2.2815405768017647e-05,6.855668381321826e-06,3.896339576863794e-05,0.004977340225251467,0.0007918019629758712,0.0015967037032604296,0.002600468183506617,0.00035909048952787793,5.224161983570328e-06,3.7015088558215306e-06,8.922126371170427e-06,0.00042875168428730765,0.0030312892921612153,0.0008360202315477003,0.0003988112825378043,0.00025756409459170155,0.0003389940253998697,1.2629139650278106e-06,0.0005753597188866893,0.0054624216732784125,-4.2370709558767546e-05
r239 NO3 + OH <=> HO2 + NO2,9.705210854550761e-08,3.21436508947874e-07,7.260903343856842e-08,2.518419217645535e-08,2.6778310770229184e-08,2.4281931718182416e-07,9.417977594520183e-08,4.0051058300393165e-08,2.790362742409361e-08,7.061277208691105e-08,1.958008213004259e-09,0.00037009916745787773,0.0003824945440733681,0.0003415890726385565,0.0006274775413275983,0.0001544136566525124,0.00034328363974514434,0.0005247600604401813,8.654083677163269e-06,5.157391908600763e-08,0.0002210025842425155,9.871286796580714e-05,0.001303967700595669,2.6690601583334566e-05,0.00047218993209074506,0.0008179793531629745,0.0019372997295248617,2.5767780018371036e-05,0.0013350572231601192,0.0007814197476676978,4.741056246792285e-05,1.0313291170800931e-05,8.162770920554973e-07,3.185630183000642e-05,0.0033328611849377807,2.2303908969930425e-05,1.4052765891271682e-06,2.3327299653727545e-07,0.0005903160951175575,0.000657936818541419,0.00040438112549866706,0.0008231343568145104,4.5622137311334454e-05,0.0002464502917770429,0.0003003008333202895,1.2747634579840994e-06,0.0018105566452704547,0.00245351364384142,0.0006261309689776878,0.0012924197716898363,0.0009387304140007971,0.0004963140657864245,0.0010764161206613969,0.001003263591581287,0.0006542707723853308,0.000883785589387597,0.0006161194390882301,0.0003653453125652963,0.000826612847632604,0.0003375802314592561,0.0002486924227398418,0.002297490309347825,0.0005908924842517256,5.0045502525645106e-05,6.005220240299841e-06,0.00041647555808193226,0.0001355849862745452,0.0005535003611308198,8.545808343670609e-05,0.0004129347750749577,0.0005303135924895602,0.0009747784624077449,0.0008224535333857081,0.00028885035044124536,0.0017074220585465536,0.00014008315735940144,0.0004146778926730402,0.000268325541932322,0.0007623641463198217,5.53330039051626e-06,7.588487636910092e-06,0.0009055266863467108,1.65769743751271e-06,7.174569307845175e-06,1.515497021909225e-05,4.6022992024433085e-06,1.9670559386847622e-07,5.141006013909202e-06,7.778553369704477e-05,0.0034688302121523725,0.001358489376992553,0.0026413649902946403,0.0015283579917645589,9.208430691686158e-05,3.187130675307118e-06,1.5158366077300826e-06,3.809134620361029e-05,0.0007980851901400903,0.002532932250290628,0.0020442498314262162,0.003314070677058528,0.0001609965795525349,0.0001299862910965972,6.4841847130677495e-06,0.0005723754158391157,0.0034688302121523725,-0.000146365200837752
r197 high NO2 + OH (+M) <=> HONO2 (+M),1.5562317182963606e-08,3.971132530776797e-08,7.354179576808955e-08,8.688112422546405e-08,5.640418254903375e-08,2.5502012271476455e-07,1.2737687300222036e-08,1.5570375758297743e-07,1.7799780819033042e-08,2.7930148995717574e-08,3.017694086673769e-07,0.00022358259767242316,0.00028117182997514003,0.00020980030687973577,0.0004541731939615429,0.00017750623657698613,0.0005911787979158169,0.0003861756520317191,2.3606077113985455e-06,7.887146491974676e-09,0.0002644820398552755,0.0005922206045871429,0.0008884948606013108,0.0006133663866846928,0.000641190704780273,0.0007588634711089043,0.001925794749568243,0.0002436991623541438,1.1663464615685421e-05,0.000778338031252523,6.976947035729499e-06,1.973554837282157e-05,2.964128463912661e-07,1.9115732194277843e-05,0.004294715528907491,2.0965291175224463e-06,6.435341696078594e-06,1.5936860707667774e-07,0.00028300817222201303,9.008958038790524e-05,0.0005687643244916131,0.0008032743602274842,0.00015467156742287325,0.0003460315709269746,0.0001108373461788852,9.274038566751083e-07,0.0007596376529941065,0.0013470228987672059,0.0011778037987366632,2.1738044389145237e-06,0.000699536184531916,0.0018554863866372304,0.002682798636478901,0.0008256800250845916,0.002778863096181918,0.0015560010000207007,0.0002541358680700756,0.0004767145854662777,0.0007785244437782267,0.0011023366908007916,0.0005853384750633412,0.001978761223553082,0.0025061162046742347,5.387686184503393e-05,8.094266586651332e-05,0.0002325112664698331,0.00021674011366976074,0.0007145455611936532,0.0002419561525763389,0.0005304162711536405,0.0013715512778964553,0.0007490243135579293,7.303902958036083e-05,0.00017919007942876898,0.0014089548512658148,0.00011140848643231302,0.000586077895125745,0.00028294021574602236,8.322827920935295e-05,1.4064655304669755e-05,8.53584270783528e-06,0.0008588913336996953,3.508312490135877e-06,6.107675965327563e-06,6.210419749975655e-07,1.1116998508517829e-05,5.496265966961103e-06,4.3296859929645065e-06,7.101965669062184e-05,0.003249992416670715,0.00023053654316538736,0.002863588474393175,0.0028034988820083294,0.0003527570195871806,1.964680153644e-06,5.405940393727941e-06,7.42178958533032e-05,0.0007664597637658861,0.0029359121362179694,7.946920429816565e-05,0.00035430079979231554,4.23013734977401e-05,0.0007062566458130926,2.5779543513375364e-05,0.0005722280429436906,0.004294715528907491,6.6739694611677736e-06
r155 HNO + HNOH <=> NH2OH + NO,1.876070867388449e-07,4.933744405197585e-07,6.4998940329696495e-09,8.542642897332877e-08,1.0229378249924529e-07,9.490263308602873e-06,8.140597333486176e-08,3.96178162485302e-08,3.5435629147807153e-07,1.6321803305809886e-08,7.691346755945868e-07,0.00013688921784927173,0.00044029253321579623,0.00010195249456435184,0.00023942235976090757,0.0001245109907382931,0.00024192486845498286,0.00038856571066186015,3.1183616455539466e-07,9.892859573304514e-08,0.00044539229831369267,0.00030162928346777853,0.0005213112366519371,0.0014635494235779067,1.207330397234744e-05,0.0012797904761877956,0.00194101434537493,0.00025611554394368264,3.9162019792264496e-06,8.841454869686359e-05,4.9975360884328174e-05,9.206301379510122e-06,8.195934342652031e-07,5.504407840567497e-06,0.0008563194565410899,1.0916114902600176e-05,1.083630112663061e-05,1.8193864021030137e-06,5.995612541030535e-05,0.0006282329828915,0.00022123605670761626,0.00015963346781510182,0.0006277802183037756,1.2685760133488508e-05,0.000865884578237216,0.0015394555199067799,0.0009607973046140759,0.00037130191328705323,0.0044067485345148025,0.0014587171711729393,4.9617504674824076e-05,0.0015296592490733562,0.0020058175433805086,0.0002594014631492544,0.00028653111587991344,0.0001239769419687551,0.0002438353343335513,0.000356751777761629,0.0007231781400751589,0.00020099058916746502,0.00014430296130831451,0.0020367302887641806,0.0015956411305442597,1.6320099018191353e-06,5.946695052669851e-05,0.00018461488475831933,0.00026824109724185255,0.00013059144860120284,3.896785193988053e-05,0.0005187365783789901,0.0018032060314673362,0.0005264954909651556,0.0005093894629943029,9.52693885103934e-05,0.001318357449658042,0.0012167540996513779,0.0008254851789013505,0.0004763361584132825,0.0007278829838706371,1.1087696133571612e-05,7.825595777685521e-06,0.0009161481591468474,2.37376418333548e-07,2.332140303802601e-06,3.402747881756063e-05,2.2019580708166294e-05,2.3274886078444217e-05,6.999486556876525e-06,5.852205973704107e-06,0.003969188334370411,0.0008412026361243044,0.006590145943195078,0.0014425419634406548,0.00034175775083887766,8.30042863782236e-06,1.1256533955826404e-05,7.818993820461515e-06,0.0017749652498425042,0.0005433723553072051,0.002238441712524047,0.0001794770548113105,3.990681516879256e-05,0.001634757248680464,5.8096499162562584e-06,0.0005689734311691328,0.006590145943195078,-0.00016154043868500897
r88 N2H4 <=> H2 + N2H2,2.6358771636862894e-05,1.204916370463795e-05,5.050799727808441e-06,4.68845608592385e-06,1.2784537955016059e-05,7.39482898169966e-07,5.466571948436366e-06,3.872099211439512e-06,1.3970021907365818e-06,3.007907776609444e-06,5.168285681947636e-07,0.00036404392576439216,0.0004980000668372677,0.0003004166347573369,0.00042598140953006565,0.00045788330030734867,0.0008515008469764274,0.0008860315084224655,4.272594462578515e-05,2.1243842492703588e-05,0.0009426534214380604,8.379016513763391e-05,0.00014190341986145935,0.0010725014848801478,0.0015266903796150384,0.000981582860623679,4.0221751506701554e-05,0.0009008356099415591,2.7942145410332302e-05,8.874552128750218e-05,1.2149719350928664e-05,3.9699020766427376e-05,1.1109445847352704e-05,2.0117111707643615e-06,0.0034625899897839678,2.529923917459855e-05,2.438308756195731e-05,7.916685980963614e-06,0.0002342306168113918,0.0009988177354120168,0.0003988824638802399,0.0006915142963762362,0.0006157647037951703,0.0005008437215566294,0.0010941580904608645,2.3477706719158806e-05,0.00011032407484251418,0.00300129020040762,0.0018498300132658338,0.0008129812660016521,0.0019470857809191055,0.0006984512660152408,0.0005372078120181753,0.0013258351039512047,0.0015008309550829683,0.002476439850927338,0.0004059103472687367,0.0003274903304165819,0.0006173285361538349,0.0011775491104837645,0.0012077725346503363,0.0007898574548744004,4.5643044517136034e-05,1.7630118669688075e-05,2.6062515232696594e-05,0.00031483732130793815,0.0002591073285761988,0.00024854818362102314,0.000354083303012163,0.00020808202401116134,0.0004354217601368984,0.00024620767743480776,0.0003224022403695597,0.0005040524415292861,0.0010062659636259949,9.910621478026239e-05,1.4060289223083575e-05,0.0001569920853970417,0.00016648969422297525,8.597524987997308e-05,7.393771514026601e-06,0.0010901343603067722,7.336457826535926e-06,1.5404332680546492e-05,2.8425960596174053e-05,9.233259380717223e-06,2.77575994537776e-05,5.949135256261685e-07,0.00010115023085230403,0.003370788134610799,0.0021252406369008316,0.0022747128729721177,0.001666008524806627,0.0022362418687526895,3.6115186429503016e-05,0.00011419021992287726,9.24944983083376e-05,0.0003863981049224869,0.0002892608159754968,0.0003134872801963021,0.0026537455815699228,6.025404321183692e-05,0.0003270233636502496,0.0003058033294198879,0.0005645175147729043,0.0034625899897839678,-3.1559516120577314e-05
r6 H2 + M <=> 2 H + M,1.3385948663628233e-08,1.2205654337007063e-07,2.147783269166823e-07,2.1438127472124178e-08,1.3854571800951698e-07,3.0208918416440124e-07,7.418487549813221e-08,1.1276522838863262e-07,1.5868798938386155e-07,7.766659884305417e-08,2.643425825390521e-07,0.0005365149826239199,0.00032357169440388876,0.0007775391287963727,0.0005260518742671017,4.5720080206018364e-05,0.0002651975749811831,0.00042765280909271496,1.5480942285459956e-06,3.836050787328879e-07,6.141325182824808e-05,0.0005676665673950919,0.0008616970761660949,7.245981019603765e-05,0.0011629529481473736,0.0005065933800068603,0.0010462097562323983,0.00018892010348303318,0.001334393185427745,0.0007835305306319426,3.745011523756342e-05,1.0879354421670464e-05,1.2685567257173711e-08,1.1928397736579794e-05,6.041703490317005e-05,1.5700044916084976e-05,1.3730059138846534e-05,2.0179490404975063e-06,8.967264158393152e-06,9.833176223152257e-05,0.0005976758605351262,0.0006083257620527852,0.0005672804639939662,0.0003697449503969007,0.00024335116581293407,3.2683854960223085e-06,0.0014584196836875676,0.000241835231631563,0.002070024712850942,0.00011578522704281049,0.0038211547275422697,0.00019987901838761776,0.0017530346721481807,0.0009485059102430053,0.00021820596445299388,0.0009587005690177863,0.00037509798732488143,0.0008676467685628139,0.0006041979673565977,0.0001554043600628555,0.00045655392756153735,0.002023413696331476,0.0009451138464466938,2.319493976723192e-05,1.6780756646414163e-05,0.0004991097606254052,0.00010611793601851682,0.0004937433064787972,0.00023507454794974175,9.744140515825732e-05,0.00016645506406331835,0.0008328791751671623,0.00032113486399396545,0.000726202487345549,0.0008082569688309414,0.0008043354636202573,0.00025071536010896526,0.000280347400019169,0.0005232375124326885,5.346659315902115e-06,1.4473411315825661e-05,0.0009667290325828116,1.96689756052079e-06,7.594972661249919e-06,1.516386998069182e-05,1.0433781686531425e-05,8.393394815758984e-07,6.389802542130096e-06,8.395050838281381e-05,0.0030260643205906905,0.001479960121316663,0.0006606343729649078,0.0004104380512679347,0.00033899723679542285,6.486660098080048e-06,2.8516083370368383e-06,5.377069391705894e-05,0.001079699745929245,0.00494897174930005,0.0076628880863170105,0.00024827369546826704,0.0001796610919208199,0.0010953002002649429,9.969207068637404e-06,0.0005563024421721218,0.0076628880863170105,-0.00010093383998436602
r123 H2NN + OH <=> H2O + NNH,2.286150750223561e-06,4.678267904604219e-07,1.4578389787428187e-07,3.958521067109373e-07,1.090610941394106e-06,7.82075989602233e-06,2.0741617455434335e-06,8.584053195148027e-07,2.2645644068492913e-06,3.1429923314736327e-07,1.652080116061202e-06,9.106190525697297e-05,0.0003719961287793716,8.066743602480462e-06,0.00016056222188386244,0.000479058616181442,0.00011459575262515168,0.0005062582026410755,1.497338150495031e-06,2.4388563318301327e-06,0.00030190384944420433,0.0006894609134179295,6.214765055235553e-05,0.0009545211879552728,0.00037568815952500117,0.00037169718557288105,0.0014686070064244786,4.5266361175485805e-06,3.67788415753379e-06,4.011599989519025e-05,0.0010358220291551443,1.0850973206886714e-05,2.2663845803855063e-06,0.00030450985962781317,0.005171459449667835,1.4054120842668064e-05,1.2070397732624155e-05,2.0708083943659063e-06,0.0003075984293652213,1.9385665886088194e-05,0.0004034962951687198,0.00041566931382956164,0.00018499599918036898,0.0007522968448605324,0.0015098430322135394,4.429902493181271e-06,8.560070291582463e-06,0.002561667863432657,0.003853117884340365,0.0018130119022527172,0.0036974848217738864,0.0019762892622783943,0.00011392111618502653,0.0010672079681392614,0.0026150869982602782,0.0010673127585266505,7.957238143130478e-05,0.0009203355674604429,1.9765750062996547e-05,0.00015975397612313385,0.0005238279084101197,0.0004954407661044609,0.001357507979284405,2.9537419762868295e-06,2.928357662016815e-05,0.00014856021214671702,1.019803376962434e-05,0.0002958530951107917,0.00010866508083811907,0.0005252604262210861,9.966869485988245e-05,0.00020281598667970456,0.000621999864681127,0.000520214125514629,0.0006355922310607216,0.0008692387599623265,0.0002049310670735196,8.026812694175042e-05,0.00031380162130616076,5.793770322515735e-06,8.825863718094124e-06,0.0009232961550974787,1.7362675839665332e-06,2.5929384017028316e-06,1.3575233577781757e-05,1.7206858335646368e-05,1.0949716401666067e-06,6.484339480819913e-06,0.00012254899383246025,0.0011606634140396343,0.00012678375927014388,0.000794108642449956,0.002548107613110119,0.00033329286526949414,2.703094697019837e-05,5.9868121317668054e-06,1.8650526279331586e-05,0.0011119079990945593,0.0009382175227790861,0.0025917726015866863,0.002432411877338307,0.00046214311157578456,0.0008357930279118547,6.337586787318052e-06,0.0005545538995925865,0.005171459449667835,-0.00012345318831454434
r217 H2NO + NO <=> 2 HNO,2.5344004471208802e-08,1.1992256597730817e-07,1.1959726015834969e-07,9.812031774285267e-08,9.806688255301692e-08,3.4167540983292677e-07,3.1638567279115025e-08,3.25613236294433e-08,2.1214383260454028e-07,1.815239206759881e-07,7.854686862275737e-07,0.00032075356989154293,1.698691039833857e-05,0.00011012416885933787,0.00018133860170055764,0.00029397578263662714,0.0003445983700694368,0.000202172102353867,3.5628064506112896e-06,7.244274351940513e-08,6.743741694079826e-05,7.594885065760417e-06,0.0005321061291213604,0.0005373904733127848,3.966113013471745e-05,0.0013599817665682862,0.0019516196147736668,1.2845520520275923e-05,0.0013361715628447495,2.4679030842498784e-06,6.52732162548005e-05,6.780489794922845e-06,1.1827230375410572e-07,8.226206167436503e-06,0.005498270733498899,5.0361211534279e-07,1.5284033131597005e-05,5.880210106497665e-07,0.0004415195206905794,5.5187961851545255e-05,0.00041264170229463943,0.0006875882323941596,0.00011075864920093159,0.0004477399494940112,0.0007640244527969657,2.53572084825379e-07,0.0008259683720316766,0.00020151664102262745,0.0010531936453699073,0.00133108857666441,0.00017840102948819513,0.00043047819183205884,0.0025320693867172013,0.0009948442557506554,0.0025199385553645918,0.0006205264320462026,0.00017664930797959736,9.408761347013112e-06,0.001097024778661868,0.0010711186250487099,0.00042329241172111084,0.0010654070697135823,0.0010753383912581785,2.6444777051784388e-05,2.3315198348939747e-05,0.00032371326465784034,0.0003424853091983318,0.0006620387356442564,0.0002827594367921061,0.0005619123441437721,0.0004491681883174139,0.00045539133837461384,7.750579433187574e-05,0.0003039056165076659,0.0012783123289592188,0.0006207158377038046,5.623136419350145e-05,0.0005936820866002002,0.0006498127280355185,1.762418076656099e-05,8.932123006011044e-06,0.0009826734166629024,5.548649590769413e-07,1.3533904233948263e-06,1.5029081928544269e-05,1.1230202858721985e-05,8.51632503389083e-07,7.867127439295668e-06,9.342228402955175e-05,0.0028525617251896744,0.0009265259617047393,0.000810847350364662,0.0015598480895300882,0.0003879776864916802,8.894936697832326e-06,4.115344462043978e-06,0.00010977393382956409,0.001731401700160231,0.006043622766039345,0.0011865012251048327,0.0007750372692484328,0.0006589557798181513,0.000962754731610834,6.546961929688312e-06,0.0005511175807015806,0.006043622766039345,-0.00011580811254009373
r241 NO3 + NO2 <=> NO + O2 + NO2,1.4528142759674954e-07,2.8928465088811926e-08,5.814377924487791e-09,5.6925773210376124e-08,5.238639895218967e-08,3.313061201252144e-08,1.9215263686123678e-08,4.710145840510207e-09,1.843068017327142e-09,2.62626939707944e-08,1.3369038530570758e-07,0.000578889520178507,0.0001438017977213261,0.0004802521906507983,0.000732194060172104,0.00017200005006064376,0.00014162202286403607,0.0004545717792481066,3.104051769102782e-05,1.868805506808033e-08,0.0004665301922894346,0.0006182490058185053,0.0016479517639079485,0.0005662934953787572,0.000993728525578266,0.0009595174535019198,0.0002342254319855718,0.00022972647682698206,0.0013347540569211165,9.167783786215144e-05,3.7755008922613164e-05,2.342491093234051e-06,1.4292256881261135e-06,6.5629311462621885e-06,0.004306496564664298,2.1355387046013787e-08,2.6908659573663913e-06,3.0146731503150514e-07,2.6037722044261293e-05,1.1728692590041406e-05,5.61863824018559e-05,0.0007092777320840331,0.000314232198832638,0.00029710757733505066,9.12321119569675e-05,4.134616634987728e-07,0.0014195744768202541,0.0022027699482957963,0.0004460853961972863,0.00044095476693197113,0.0006479785598397622,0.0017570949103291734,0.0010444763903226133,0.0018653746810101987,0.002545178770733489,0.002252042334446075,0.00037920601175422643,0.001086386700675242,0.00013723061559055497,0.0005586504164133388,0.0009258535661862819,0.0002871468777252474,0.00116971651050037,5.865821743768437e-06,0.00010767804409073534,0.0002417996912500638,0.00039963981605965467,0.000537593329561218,9.93824854402116e-05,0.00016021287184115856,2.966909035375329e-05,0.0006496237146941769,0.0007903080404955488,0.0004963431323966458,0.0005571881810789634,0.0004813590504323005,8.80792555138731e-05,7.494444419268141e-05,0.00015124367475673466,6.011519753923994e-07,1.727298942455255e-06,0.0008507143587313072,1.7877962928873983e-06,6.66932064715751e-06,4.400722824144962e-07,5.381784462337988e-07,7.375651499252226e-07,1.2561751454622547e-05,1.6885450076505257e-07,0.004170768820403591,0.005243724713021899,0.001656638394180174,0.001755281542682098,0.0003664433913448074,2.4575043760165493e-06,1.8728107460370555e-06,2.235374133039126e-06,0.0007988034277754019,0.0016007556983350386,0.00038738672388650644,0.0006572036929353372,1.8767675263347314e-06,1.3536825550487447e-05,1.711743659292945e-06,0.000551102540394796,0.005243724713021899,-9.425208823598112e-05
r226 plog[7]@21.5atm NO + OH <=> HNO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033989189734598575,0.000261565587466044,0.0003351688962958995,0.0005441051449001696,0.00023449262269123564,0.00026526433975943123,0.0005215100781768324,5.237636616375064e-06,2.1386962458864994e-08,0.0006774748635138857,0.0006634642565727173,0.0002786878907948733,0.00028183414751848664,5.35745707684418e-05,0.00024981730573981644,0.0015513490050751211,0.00022171035396489842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6710753462231046e-05,0.000619268128055465,0.0004894539426149432,0.0018629200533732914,3.05469491820977e-06,0.0004301165816432106,0.0007208561672412626,1.8608028308858153e-06,0.0009157240980818995,0.0011134561227863988,0.004801771261993151,0.00025474375419463273,0.0012975612982816013,0.0012188669397209715,0.0001107392648391386,0.0008260353789597565,0.0011105650027563125,0.0019459073387156464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003282465261770916,0.0006916007544860695,0.0005811038902176476,0.0006824765033463148,4.431752831472868e-05,4.962776182103509e-05,0.0008386202204618931,4.7696460956550205e-05,0.0012209991442398585,0.001684460311749871,0.0002575445945771438,8.478044060660097e-05,1.2361533842152346e-05,0.00055768754228684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005301686062835047,0.0015519751652583542,0.0012595738061028092,0.0014779882089614087,0.0005583660014515322,9.552339512557234e-06,1.110528792796176e-05,7.629912848657233e-05,0.0028092214342328534,0.0028929975864891593,0.003341537849345202,0.0007674585725962315,0.004509403069765331,0.0009072375911979403,8.952006490094417e-06,0.0005461505662727744,0.005301686062835047,9.872567297127022e-06
r166 NH + NNH <=> N2 + NH2,1.633472830106268e-06,1.905716379520226e-07,1.0995537662104511e-07,1.9479767954283162e-07,1.5056798105294264e-06,3.7652796811624025e-06,2.0984775287850993e-06,1.4798264784340207e-06,3.0216619485805363e-06,2.0007428914602667e-06,6.203771999932978e-07,0.0004619844789188622,0.00010375803767284927,0.00046069614579421694,0.0004975572158143917,0.0001495248551330294,0.0004013830104116974,0.00037325697054211253,0.001990409657746204,1.1107192071024008e-05,0.0005777394411563925,0.00044652326838397514,0.0008139412111107353,0.0011125268694007421,0.0004122314683846006,0.0003734245602942573,0.0002351300140722967,0.0002806566213897545,4.4610185421993575e-06,0.0006888634093215859,3.7558336985616625e-05,4.517372452732627e-06,3.1196127335872023e-06,2.811877090422297e-05,0.0015355834603778063,3.157690121280603e-06,9.774910648143573e-06,4.058771914761382e-06,1.7101022405962866e-05,0.0006770759642508857,0.00019898837480446114,0.0002010890721987591,0.00034745117975652345,0.0008393051292530534,5.886175245287629e-05,1.1681190262484404e-05,0.0006824723940699339,0.00046250602542891224,0.0010538653225481932,0.0019775263624206073,0.0018257509585292131,0.0004120975076057944,0.00030775446225490084,9.874687594934614e-05,0.00036976122326988855,0.002668949478589719,0.000700000969160387,0.00044023350785961005,0.000461247785234009,0.00022813374822060228,0.0008584714624358831,0.001129038982702131,0.0009028787144763763,1.5672643849524268e-05,8.172586720404167e-05,5.690631912329955e-05,0.00028335335836335,0.0001438337500530226,0.0003704552395534957,0.0006342619263908725,0.0007348826062800013,0.00021672194133998013,0.0005040079616640611,0.001266400728781692,0.0005351144892245958,0.00031363881496431514,0.0005620120206405221,0.00016520928506856737,0.0007826738503437985,2.7971774065420258e-06,9.203785149773593e-06,0.000846987351322717,9.606394189700195e-06,1.8623413583573942e-06,9.936957648725921e-06,7.606351493749097e-06,6.0153179159440255e-06,4.973528164546545e-07,0.00011069330534563073,0.003855008447992021,0.001204349356418669,0.0015291785117482598,0.0014656389635472904,0.001632887724199083,1.635388129254749e-05,1.4736511742481279e-05,0.00010337771482348889,0.0012885095853039893,0.0029784121632076637,0.0020583302931464283,0.0003274571832858139,0.001775693269684423,0.00014795401573084642,1.2643578252927069e-05,0.0005197238751862637,0.003855008447992021,5.574753617442063e-05
r170 NNH + O <=> N2 + OH,1.428212258852694e-06,5.5099444871825574e-08,1.046215409641788e-07,2.4037288923676834e-07,1.2513320482005899e-06,6.817034613347287e-07,1.3432246782253616e-06,9.317140426830177e-07,1.5350375514029417e-06,5.43163353786945e-07,9.266925938122104e-07,0.00035007779627773257,0.0003148329773779638,0.0003516779971344455,0.0002981933839521233,0.00011609588633791497,0.00017659262571241213,0.00036833959184675083,3.5180856431999573e-06,8.370733877381102e-06,0.0005397731114847008,0.0009543980774677939,6.612796566709202e-05,2.699644438548143e-05,0.0014576682875413018,0.00019923913911123908,0.0019022696838332097,0.0001363736853772651,3.889891469352468e-06,8.919603134871437e-05,2.0275971248083236e-05,0.0008271834810377083,5.981690186870888e-07,2.732889941509068e-05,0.0012299204679610772,1.0060202589118009e-06,7.797186217712049e-06,1.2911791956902457e-06,2.167008247682359e-05,0.000634366999830157,4.065366097670695e-06,0.0001161458622339881,0.000583727347369811,0.0004818676950260574,0.0014993729567202537,5.647250413044066e-06,0.0008148371068188651,0.0006630673916854148,0.00012456172919718964,0.0016010020500398178,0.0018080897013855398,0.00025651026250949406,0.001999495755345841,0.00043132105661599436,0.0005685164675431117,0.0017685409571495865,0.0007250395759436212,7.080796368602015e-05,0.0005685027247948646,0.0006963436101184251,0.0008938167906500134,0.0008466287061381108,0.0011582439029368975,6.102388097705204e-05,6.988949029367265e-05,0.00034975928993901827,0.00020170122262974113,0.00018384580748621605,0.0004901682130682771,5.6857392762450216e-05,0.00037210936211941505,0.0004744775287418371,0.0008057902660880381,0.0011955165531631318,0.0005567206531349142,0.0006955539297011083,0.00022045941058826808,0.0002097981079064927,0.0004040267361822857,1.706570343761911e-05,5.770952169469389e-07,0.0009993798310060412,3.0402704825901408e-06,6.4683455445977465e-06,1.4086183072655251e-05,1.1628348759448192e-05,2.981743398606738e-05,5.2446555472476595e-06,4.6544356020989714e-05,0.0006439403702673405,0.00016377799772391592,0.0010439532304935264,0.0025486635598533374,9.395195744737248e-05,4.1393835357253895e-06,1.5887231258275447e-07,0.00010890891745193966,0.0015638154173827515,0.004867093430991663,0.0036793452168899124,0.0024992832350652,3.754050533437408e-05,0.0007870356597322098,3.927873072766419e-06,0.00051305143223269,0.004867093430991663,-0.00011860205697468228
